2018-07-21 11:18:59, 18, 21
2018-07-21 11:18:59, 11, 12
2018-07-21 11:18:59, 11, 12
2018-07-21 11:18:59, 14, 16
2018-07-21 11:18:59, 15, 17
2018-07-21 11:19:00, 29, 34
2018-07-21 11:19:00, 24, 28
2018-07-21 11:19:00, 27, 32
2018-07-21 11:19:00, 14, 16
2018-07-21 11:19:00, 32, 38
2018-07-21 11:19:00, 20, 23
2018-07-21 11:19:00, 32, 38
2018-07-21 11:19:00, 17, 20
2018-07-21 11:19:00, 11, 12
2018-07-21 11:19:00, 15, 17
2018-07-21 11:19:00, 16, 18
2018-07-21 11:19:00, 13, 15
2018-07-21 11:19:00, 18, 21
2018-07-21 11:19:00, 68, 81
2018-07-21 11:19:00, 25, 29
2018-07-21 11:19:00, 12, 14
2018-07-21 11:19:00, 25, 29
2018-07-21 11:19:00, 13, 15
2018-07-21 11:19:00, 15, 17
2018-07-21 11:19:00, 29, 34
2018-07-21 11:19:00, 31, 36
2018-07-21 11:19:00, 30, 35
2018-07-21 11:19:00, 23, 27
2018-07-21 11:19:00, 61, 72
2018-07-21 11:19:00, 18, 21
2018-07-21 11:19:00, 11, 12
2018-07-21 11:19:00, 20, 23
2018-07-21 11:19:00, 15, 17
2018-07-21 11:19:00, 40, 47
2018-07-21 11:19:00, 48, 57
2018-07-21 11:19:00, 27, 32
2018-07-21 11:19:00, 21, 24
2018-07-21 11:19:00, 35, 41
2018-07-21 11:19:00, 29, 34
2018-07-21 11:19:01, 19, 22
2018-07-21 11:19:01, 52, 62
2018-07-21 11:19:01, 17, 20
2018-07-21 11:19:01, 17, 20
2018-07-21 11:19:01, 21, 24
2018-07-21 11:19:01, 26, 30
2018-07-21 11:19:01, 22, 26
2018-07-21 11:19:01, 13, 15
2018-07-21 11:19:01, 20, 23
2018-07-21 11:19:01, 16, 18
2018-07-21 11:19:01, 30, 35
2018-07-21 11:19:01, 21, 24
2018-07-21 11:19:01, 46, 54
2018-07-21 11:19:01, 11, 12
2018-07-21 11:19:01, 13, 15
2018-07-21 11:19:01, 13, 15
2018-07-21 11:19:01, 30, 35
2018-07-21 11:19:01, 23, 27
2018-07-21 11:19:01, 36, 42
2018-07-21 11:19:01, 40, 47
2018-07-21 11:19:01, 25, 29
2018-07-21 11:19:01, 27, 32
2018-07-21 11:19:01, 10, 11
2018-07-21 11:19:01, 20, 23
2018-07-21 11:19:01, 13, 15
2018-07-21 11:19:01, 16, 18
2018-07-21 11:19:01, 14, 16
2018-07-21 11:19:01, 16, 18
2018-07-21 11:19:01, 17, 20
2018-07-21 11:19:01, 17, 20
2018-07-21 11:19:01, 17, 20
2018-07-21 11:19:01, 12, 14
2018-07-21 11:19:01, 23, 27
2018-07-21 11:19:01, 18, 21
2018-07-21 11:19:01, 11, 12
2018-07-21 11:19:01, 17, 20
2018-07-21 11:19:01, 16, 18
2018-07-21 11:19:01, 15, 17
2018-07-21 11:19:01, 36, 42
2018-07-21 11:19:01, 34, 40
2018-07-21 11:19:01, 13, 15
2018-07-21 11:19:02, 19, 22
2018-07-21 11:19:02, 16, 18
2018-07-21 11:19:02, 16, 18
2018-07-21 11:19:02, 20, 23
2018-07-21 11:19:02, 15, 17
2018-07-21 11:19:02, 38, 45
2018-07-21 11:19:02, 19, 22
2018-07-21 11:19:02, 54, 64
2018-07-21 11:19:02, 16, 18
2018-07-21 11:19:02, 25, 29
2018-07-21 11:19:02, 13, 15
2018-07-21 11:19:02, 17, 20
2018-07-21 11:19:02, 14, 16
2018-07-21 11:19:02, 17, 20
2018-07-21 11:19:02, 15, 17
2018-07-21 11:19:02, 18, 21
2018-07-21 11:19:02, 29, 34
2018-07-21 11:19:02, 22, 26
2018-07-21 11:19:02, 28, 33
2018-07-21 11:19:02, 25, 29
2018-07-21 11:19:02, 27, 32
2018-07-21 11:19:02, 23, 27
2018-07-21 11:19:02, 17, 20
2018-07-21 11:19:02, 15, 17
2018-07-21 11:19:02, 48, 57
